INST_TYPE,CERT,NAME,CITY,STALP,ZIP,ADDRESS,asset_band,asset_musd,n_signals,score,signals,NW_RATIO,NW_RATIO_pct,DELINQ,NCO,LOAN_TO_SHARE,ROA,ROA_pct,EXP_RATIO,MEMBERS,asset_growth_yoy
Credit Union,96071,Abbott Laboratories,Gurnee,IL,60031,325 Tri State Pkwy,$1B-$3B,1141.3,2,10,excess_capital; capital_building,14.491,0.89,0.115,0.321,62.625,1.909,0.681,3.948,32983,0.033
Credit Union,67132,Utah Power,Murray,UT,84121-2444,957 E 6600 S,$1B-$3B,1102.2,1,5,excess_capital,13.721,0.855,0.267,0.167,57.983,2.752,0.89,2.262,31115,0.07
Credit Union,60801,Blupeak,San Diego,CA,92121-4205,10120 Pacific Heights Blvd Ste 100,$1B-$3B,1093.2,2,21,weak_profitability; credit_turning,9.692,0.226,1.026,0.538,74.444,0.351,0.071,7.011,51375,-0.066
Credit Union,7448,1st Advantage,Newport News,VA,23609-0116,Po Box 2116,$1B-$3B,1088.2,2,10,excess_capital; capital_building,16.656,0.945,0.453,0.781,87.785,3.618,0.981,7.188,71651,0.054
Credit Union,60605,Family Security,Decatur,AL,35603,2204 Family Security Pl Sw,$1B-$3B,1088.2,3,26,excess_capital; credit_turning; capital_building,19.927,0.987,0.611,1.108,47.655,3.956,0.99,5.554,88825,0.064
Credit Union,60968,The Police,San Bruno,CA,94066,1250 Grundy Ln,$1B-$3B,1046.6,1,5,weak_profitability,12.339,0.7,0.895,0.593,57.692,0.35,0.068,6.979,37608,-0.019
Credit Union,67864,ST. Mary's,Marlborough,MA,01752,"46 Lizotte Dr., Po Box 729",$1B-$3B,1025.8,1,5,weak_profitability,11.689,0.629,0.078,0.135,88.518,0.51,0.09,5.685,57336,0.016
Credit Union,68678,Kellogg Community,Battle Creek,MI,49016,Po Box 140,$1B-$3B,1020.2,3,26,excess_capital; growth_accelerating; capital_building,16.724,0.948,0.411,1.109,85.091,2.878,0.926,5.283,50577,0.099
Credit Union,2357,Houston Police,Houston,TX,77007-7702,1600 Memorial Dr,$1B-$3B,1015.9,2,10,excess_capital; capital_building,16.415,0.942,0.701,1.916,53.475,2.238,0.787,4.486,33313,0.058
Credit Union,1427,Midwest America,Fort Wayne,IN,46825-5826,1104 Medical Park Dr,$1B-$3B,1003.3,2,21,excess_capital; credit_turning,14.44,0.887,0.897,0.932,92.189,2.289,0.803,6.742,52370,0.057
Credit Union,62542,Golden Plains,Garden City,KS,67846-6235,P.O. Box 459,$1B-$3B,1001.3,3,26,excess_capital; credit_turning; capital_building,13.211,0.8,1.058,1.703,92.933,1.761,0.613,5.93,90773,0.024
Credit Union,60509,TLC Community,Adrian,MI,49221,Po Box 927,$250M-$1B,950.2,1,5,excess_capital,14.48,0.896,0.139,0.262,60.473,2.309,0.793,5.599,47489,0.055
Credit Union,68503,First City,Pasadena,CA,91109-3727,Po Box 93727,$250M-$1B,948.5,2,10,excess_capital; capital_building,13.522,0.846,0.582,1.304,56.988,0.877,0.271,6.609,58155,0.018
Credit Union,67625,Schlumberger Employees,Sugar Land,TX,77478-3168,205 Industrial Blvd,$250M-$1B,935.8,2,10,excess_capital; capital_building,24.727,0.996,0.568,0.468,39.465,3.625,0.968,2.598,27234,0.033
Credit Union,3850,N C P D,Plainview,NY,11803-4992,777 Old Country Rd,$250M-$1B,908.8,2,10,excess_capital; capital_building,16.576,0.964,0.289,0.188,44.325,1.487,0.496,2.126,16390,0.016
Credit Union,66835,Day Air,Kettering,OH,45429,Po Box 292980,$250M-$1B,908.8,2,21,excess_capital; credit_turning,14.56,0.904,0.959,1.456,94.511,3.42,0.946,5.541,54544,0.045
Credit Union,96084,Boulder Dam,Boulder City,NV,89006-1530,Po Box 61530,$250M-$1B,871.5,2,10,excess_capital; capital_building,14.806,0.914,0.212,0.0,48.431,2.926,0.904,3.029,19941,0.022
Credit Union,22637,Ardent,Phila,PA,19102-1320,"1601 Cherry St, Ste 2000",$250M-$1B,869.3,1,5,weak_profitability,10.111,0.414,0.534,0.548,76.085,0.458,0.125,6.046,34369,-0.019
Credit Union,6248,Skyone,Hawthorne,CA,90250,14600 Aviation Blvd,$250M-$1B,863.3,1,5,weak_profitability,7.671,0.043,1.253,1.477,84.987,0.453,0.121,5.578,58939,-0.07
Credit Union,62641,Sacramento,Sacramento,CA,95812,P.O. Box 2351,$250M-$1B,858.3,3,26,excess_capital; growth_accelerating; capital_building,15.145,0.932,0.092,0.149,65.499,3.388,0.936,4.704,31497,0.078
Credit Union,12697,Complex Community,Odessa,TX,79762,4519 E 51St St,$250M-$1B,818.2,3,26,excess_capital; credit_turning; capital_building,13.795,0.864,0.59,1.712,70.72,2.925,0.9,7.186,44307,0.063
Credit Union,8822,Dover-phila,Dover,OH,44622-2061,129 Fillmore Ave,$250M-$1B,812.6,2,21,excess_capital; credit_turning,13.283,0.829,0.914,0.248,39.817,3.044,0.914,3.513,34310,0.076
Credit Union,63377,Maine State,Augusta,ME,04332-5659,P.O. Box 5659,$250M-$1B,805.9,2,21,weak_profitability; credit_turning,9.783,0.343,0.792,0.937,87.614,0.528,0.143,6.619,37842,0.071
Credit Union,24934,True Sky,Oklahoma City,OK,73126,P.O. Box 26406,$250M-$1B,778.4,2,21,weak_profitability; credit_turning,6.355,0.007,0.955,1.481,72.371,0.452,0.118,7.526,63806,-0.054
Credit Union,15672,Sea Comm,Massena,NY,13662,30 Stearns Street,$250M-$1B,777.3,2,10,excess_capital; capital_building,17.963,0.971,0.634,0.497,68.042,2.846,0.889,7.246,57059,0.022
Credit Union,17012,Profed,Fort Wayne,IN,46895-5466,Po Box 5466,$250M-$1B,763.5,2,10,excess_capital; capital_building,13.086,0.804,0.467,0.191,81.331,2.646,0.85,8.185,65160,0.047
Credit Union,62322,Oklahoma Central,Tulsa,OK,74105,4956 S Peoria Ave,$250M-$1B,760.2,2,10,excess_capital; capital_building,13.938,0.868,0.243,0.354,52.626,1.088,0.357,7.419,43241,0.068
Credit Union,24875,The First Financial,Pasadena,CA,91107-1560,2900 Bradley St,$250M-$1B,748.3,1,5,weak_profitability,7.009,0.018,0.662,1.627,54.853,0.488,0.132,7.378,33087,-0.004
Credit Union,24279,Gfa,Gardner,MA,01440-3703,229 Parker St,$250M-$1B,747.3,3,37,weak_profitability; growth_accelerating; credit_turning,9.161,0.218,0.753,0.578,81.877,-0.281,0.025,6.762,33661,0.052
Credit Union,3830,Mass. Institute Of Tech.,Lexington,MA,02421-3142,70 Westview St.,$250M-$1B,730.8,2,10,weak_profitability; capital_building,9.896,0.379,1.093,0.927,84.919,0.41,0.111,6.72,35749,0.032
Credit Union,67709,Quincy,Quincy,MA,02169-6714,100 Quincy Ave,$250M-$1B,729.4,3,26,excess_capital; credit_turning; capital_building,14.574,0.907,0.748,0.288,72.648,1.624,0.546,5.631,39827,0.029
Credit Union,65291,Armco,Butler,PA,16003-1589,P.O. Box 1589,$250M-$1B,719.5,2,21,excess_capital; credit_turning,13.656,0.857,0.547,0.138,82.527,1.92,0.65,5.557,44149,0.04
Credit Union,3264,First Choice America Community,Weirton,WV,26062,P.O. Box 762 Cove Station,$250M-$1B,713.9,2,10,excess_capital; capital_building,18.151,0.975,0.145,0.008,23.345,3.332,0.929,3.076,30588,0.055
Credit Union,24254,First Citizens',Fairhaven,MA,02719,200 Mill Rd Ste 100,$250M-$1B,705.9,3,26,excess_capital; credit_turning; capital_building,20.189,0.982,0.77,0.502,72.211,1.828,0.621,6.522,42583,0.029
Credit Union,6743,Abilene Teachers,Abilene,TX,79608,Po Box 5706,$250M-$1B,690.4,2,10,excess_capital; capital_building,18.821,0.979,0.313,0.649,75.944,5.126,0.989,8.091,57004,0.08
Credit Union,13345,First Peoples Community,Cumberland,MD,21501-1377,Po Box 1377,$250M-$1B,666.1,2,10,excess_capital; capital_building,13.614,0.854,0.527,0.294,86.101,2.274,0.761,6.401,34982,0.049
Credit Union,60105,Omni Community,Battle Creek,MI,49016,Po Box 1537,$250M-$1B,662.0,4,42,excess_capital; growth_accelerating; credit_turning; capital_building,16.321,0.961,0.746,1.753,66.919,3.412,0.943,8.388,47039,0.091
